row.names(geneExp_df),baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSG00000003509.16,334.5419830417716,0.0351673687722346,0.13771060227724496,0.2553715414114167,0.7984361489163293,0.9218099642136833,NDUFAF7
ENSG00000003756.17,2490.5348630259173,-0.2675656130597279,0.1864337104832213,-1.4351782859774618,0.1512362995918222,0.4349904604026026,RBM5
ENSG00000003987.14,30.636944637360106,0.1919234832810822,0.29130368067665785,0.6588433171708324,0.5099963878842635,0.7635062517248782,MTMR7
ENSG00000003989.18,1049.2259655830912,-0.5820420275127269,0.6447808353525252,-0.9026974680388932,0.36668648062012,0.6585235054670552,SLC7A2
ENSG00000004059.11,4617.256340301505,0.34181942652382225,0.1717241432196369,1.9905146714672017,0.0465342694474666,0.2397434579578236,ARF5
ENSG00000004139.14,154.61720412544923,-0.03093038947716592,0.22983084479394764,-0.13457893132184337,0.8929448004139366,0.9597251849870191,SARM1
ENSG00000004142.12,3622.0774064565276,0.15609048479166956,0.11990776159913043,1.3017546379816796,0.19300027515947904,0.48632571173051437,POLDIP2
ENSG00000004399.13,2609.454752714858,0.5744299895338512,0.2486109640686988,2.310557749074649,0.020857295272125632,0.15575260478876723,PLXND1
ENSG00000004455.17,3148.787270230134,0.6540511305838638,0.12981174170343618,5.038458940625636,4.6929506573360596e-07,0.00011827983545333538,AK2
ENSG00000004468.13,202.1691558936925,0.9797510586317829,0.49139439037287846,1.9938181587468493,0.046171930379451456,0.23878269836705937,CD38
ENSG00000004478.8,4475.196498777464,0.518443774894604,0.1861644897470975,2.784869314222623,0.005354930073608803,0.07386839214302086,FKBP4
ENSG00000004487.17,4082.583413680563,-0.10121805848133777,0.13733410696341192,-0.7370205458743322,0.4611098550133489,0.7307446958480521,KDM1A
ENSG00000004534.15,2469.178034786023,-0.21838678452529042,0.21574694597314753,-1.0122358095973765,0.31142531819033714,0.6110220593757049,RBM6
ENSG00000004660.15,340.1386120332391,0.04805513319199172,0.30303314603073367,0.15858045174740706,0.8739994311305053,0.9519971948362995,CAMKK1
ENSG00000004700.16,286.1502240483147,-0.1595777707876778,0.25632249307272936,-0.6225663962405318,0.5335694993620759,0.7796535325018668,RECQL
ENSG00000004766.17,477.0365120843897,-0.05075069448542114,0.13730583348700628,-0.3696179047645769,0.7116672083931169,0.8804080102563561,VPS50
ENSG00000004776.13,305.44816747927473,0.11919402065220724,0.5419385523928502,0.21994010229743488,0.82591780379195,0.9338679881292643,HSPB6
ENSG00000004777.18,427.8964690393151,0.2913227584720178,0.2863538993670836,1.01735216148939,0.3089859308266716,0.6093723657744375,ARHGAP33
ENSG00000004779.10,1443.1378091644272,0.24875965201742778,0.19166452705344417,1.2978909339236417,0.19432481586591743,0.4877185337831402,NDUFAB1
ENSG00000004799.8,759.7255005134456,-0.44989587358333927,0.4544278427647635,-0.9900270873504329,0.322160879425029,0.6208159636235003,PDK4
ENSG00000004809.14,72.2745146256405,-2.4060248807233036,0.6999485098585966,-3.437431249349139,0.0005872597819280022,0.019609085001275832,SLC22A16
ENSG00000004838.14,1421.0115160047378,-0.7793623975840825,0.5691116622744417,-1.3694367015242295,0.1708628084104079,0.4601651919092673,ZMYND10
ENSG00000004848.8,44.78350445956667,-2.457214339566129,1.007936585955503,-2.4378660064578774,0.014774249277143141,0.13052249035226404,ARX
ENSG00000004864.14,1156.20623758772,-0.17975284596137783,0.16492347783479033,-1.0899166590547078,0.275749857545753,0.577976445998531,SLC25A13
ENSG00000004866.22,799.6657412496634,0.34881606658803127,0.14090848713653853,2.4754794666841673,0.013305741258472939,0.1229677113251858,ST7
ENSG00000004897.12,1150.8665047105899,0.03261458884006828,0.15367945283092155,0.212224785026733,0.8319316714611042,0.9357671666512842,CDC27
ENSG00000004961.15,529.3205929670041,0.26186394178649597,0.1545599601121859,1.694254718986887,0.09021689098188933,0.33503617869402336,HCCS
ENSG00000004975.12,1114.0227608723494,0.1776857477700595,0.15692288714310057,1.1323125071489728,0.25750307369881265,0.5583451677776462,DVL2
ENSG00000005001.10,700.4530608726803,-0.051336033434288206,0.4142931486373254,-0.12391233985679077,0.9013846824578988,0.963881355649612,PRSS22
ENSG00000005007.13,4702.766611353187,0.017524055631041667,0.1145184424888269,0.15302387327483447,0.8783794488563952,0.9536059000578976,UPF1
ENSG00000005020.13,529.9005358411898,0.5608706513950424,0.37945058516360775,1.478112495605223,0.1393776700395654,0.41772941061606966,SKAP2
ENSG00000005022.6,6370.533114728956,0.3889138174583285,0.20865892262163205,1.8638734091594946,0.062339483707234696,0.2789728175944143,SLC25A5
ENSG00000005059.16,397.91341149894373,0.534594013725079,0.2572462781876476,2.0781409064162277,0.03769638295529099,0.21507457652667125,MCUB
ENSG00000005073.6,610.754284832371,-0.718902759079306,0.4400082210541259,-1.633839379993932,0.10229258112220277,0.35831172533562483,HOXA11
ENSG00000005075.15,1541.1183636007793,0.4980766258467399,0.21383075953596672,2.329302982076171,0.019843020514255127,0.15188714763940508,POLR2J
ENSG00000005100.13,784.3188475811577,-0.0206177899189602,0.12957306798406198,-0.15912095190565584,0.8735735812918901,0.9518737654752226,DHX33
